,V_2,V_5,V_9,V_12,V_15,V_19,V_28,V_31,V_39,V_8_no,V_10_no,V_14_no
10752,-0.7123191364779888,-1.9260608942500133,0.19541390012712942,1.054463930632832,1.6711360607672916,-1.0361837914214256,-0.14611592908473117,1.1935929481603282,0.712232945879515,1,1,0
10755,-0.7123191364779888,-1.9260608942500133,0.19541390012712942,1.054463930632832,-0.34949428419757467,-1.0361837914214256,-0.3874341923001111,-1.392617547591419,-0.003300752712744759,1,0,0
10757,-0.7123191364779888,-0.2837414980846948,0.19541390012712942,1.5225286837275425,-0.34949428419757467,-0.7579822765000025,3.960186775628589,-0.5305473823408368,-0.003300752712744759,0,1,1
10759,-0.7123191364779888,-1.9260608942500133,0.19541390012712942,-0.8177950817460098,-0.34949428419757467,-0.4797807615785794,-0.15000815913659213,-0.5305473823408368,-0.003300752712744759,1,0,0
10761,-0.7123191364779888,1.3585778980806238,0.19541390012712942,-0.3497303286512993,-0.34949428419757467,-0.7579822765000025,-0.7883338876417907,-0.5305473823408368,1.427766644471775,1,1,0
10763,-0.7123191364779888,-1.9260608942500133,-5.122692362166598,-1.7539245879354308,5.712396750697024,1.7458313577928055,0.4104729683313871,1.6246280307856193,-1.4343681498972645,0,0,1
10767,1.2406226724909457,-0.2837414980846948,0.19541390012712942,1.054463930632832,1.6711360607672916,-1.0361837914214256,-0.982945390234839,-1.8236526302167104,-0.7188344513050046,1,1,0
10768,-0.7123191364779888,1.3585778980806238,0.19541390012712942,1.054463930632832,-0.34949428419757467,-1.0361837914214256,-0.4964166337522182,-0.5305473823408368,-0.7188344513050046,1,1,1
10769,-0.7123191364779888,-0.2837414980846948,0.19541390012712942,-1.2858598348407202,-0.34949428419757467,-0.7579822765000025,-0.34851189178150144,0.7625578655350369,1.427766644471775,1,1,1
10770,-0.7123191364779888,-1.9260608942500133,0.19541390012712942,0.5863991775381215,-0.34949428419757467,1.4676298428713825,-0.6637825259822397,1.1935929481603282,-1.4343681498972645,1,1,0
10772,1.2406226724909457,-0.2837414980846948,0.19541390012712942,0.5863991775381215,-0.34949428419757467,0.633025298107113,-0.9518075498199513,-0.09951229971554551,-1.4343681498972645,1,0,1
10773,-0.7123191364779888,-0.2837414980846948,0.19541390012712942,1.054463930632832,-0.34949428419757467,0.07662226826426684,-0.5976146151006033,1.1935929481603282,-0.003300752712744759,1,1,0
10774,-0.7123191364779888,1.3585778980806238,0.19541390012712942,0.5863991775381215,-0.34949428419757467,1.4676298428713825,0.7841270533100398,0.33152278290974574,0.712232945879515,0,1,0
10775,-0.7123191364779888,-0.2837414980846948,0.19541390012712942,0.5863991775381215,-0.34949428419757467,-1.0361837914214256,1.7221544958085329,-1.8236526302167104,-0.003300752712744759,0,0,0
10777,-0.7123191364779888,-0.2837414980846948,0.19541390012712942,1.054463930632832,-0.34949428419757467,-1.0361837914214256,-0.5703690047375766,-1.392617547591419,-0.003300752712744759,1,1,1
10781,-0.7123191364779888,-0.2837414980846948,0.19541390012712942,1.054463930632832,-0.34949428419757467,0.07662226826426684,-0.021564567425180228,0.7625578655350369,0.712232945879515,1,0,1
10782,-0.7123191364779888,1.3585778980806238,0.19541390012712942,1.054463930632832,-0.34949428419757467,-1.0361837914214256,0.7919115134137619,-1.8236526302167104,0.712232945879515,0,1,0
10783,-0.7123191364779888,-0.2837414980846948,0.19541390012712942,-0.3497303286512993,-0.34949428419757467,0.9112268130285363,-0.4964166337522182,-0.5305473823408368,0.712232945879515,1,0,0
10785,-0.7123191364779888,-0.2837414980846948,-5.11734215465926,1.054463930632832,1.6711360607672916,-1.0361837914214256,1.4224527818152384,-1.8236526302167104,1.427766644471775,0,1,0
10786,-0.7123191364779888,-0.2837414980846948,0.19541390012712942,-0.3497303286512993,1.6711360607672916,-1.0361837914214256,-0.7805494275380688,0.7625578655350369,0.712232945879515,1,1,1
10787,-0.7123191364779888,-0.2837414980846948,0.19541390012712942,-0.3497303286512993,-0.34949428419757467,-1.0361837914214256,-0.5742612347894375,-0.5305473823408368,-0.7188344513050046,1,1,1
10788,-0.7123191364779888,-0.2837414980846948,0.19541390012712942,-1.2858598348407202,-0.34949428419757467,-1.0361837914214256,0.15747801496042424,0.7625578655350369,1.427766644471775,1,1,0
10789,-0.7123191364779888,-1.9260608942500133,0.19541390012712942,1.054463930632832,-0.34949428419757467,0.07662226826426684,-0.37964973219638914,0.7625578655350369,0.712232945879515,1,0,0
10790,1.2406226724909457,-0.2837414980846948,0.19541390012712942,0.5863991775381215,-0.34949428419757467,1.4676298428713825,-0.3874341923001111,-0.09951229971554551,-0.003300752712744759,1,1,1
10792,-0.7123191364779888,-0.2837414980846948,0.19541390012712942,-1.7539245879354308,-0.34949428419757467,-0.7579822765000025,-0.5042010938559401,0.7625578655350369,-0.7188344513050046,1,1,0
10794,-3.8007852896792476,-1.9260608942500133,0.19541390012712942,0.5863991775381215,-0.34949428419757467,1.4676298428713825,0.04460334345645621,-0.09951229971554551,0.712232945879515,1,1,0
10795,1.2406226724909457,-0.2837414980846948,0.19541390012712942,0.5863991775381215,-0.34949428419757467,1.4676298428713825,0.18083139527159003,0.7625578655350369,0.712232945879515,1,1,0
10799,-0.7123191364779888,1.3585778980806238,0.19541390012712942,1.054463930632832,-0.34949428419757467,1.4676298428713825,0.7880192833619009,-0.5305473823408368,0.712232945879515,0,1,1
10800,-0.7123191364779888,-0.2837414980846948,0.19541390012712942,-0.3497303286512993,-0.34949428419757467,-0.7579822765000025,-0.5275544741671059,-0.5305473823408368,1.427766644471775,1,1,0
10803,-0.7123191364779888,-0.2837414980846948,0.19541390012712942,-1.7539245879354308,-0.34949428419757467,-0.2015792466571563,-0.25120614048497725,1.1935929481603282,0.712232945879515,0,1,0
10804,1.2406226724909457,-0.2837414980846948,0.19541390012712942,-0.3497303286512993,-0.34949428419757467,0.9112268130285363,0.32873613724230677,-0.5305473823408368,-0.7188344513050046,1,0,0
10805,-0.7123191364779888,-0.2837414980846948,0.19541390012712942,-1.7539245879354308,-0.34949428419757467,-0.7579822765000025,6.0814521538928155,-0.5305473823408368,-0.003300752712744759,1,1,0
10806,-0.7123191364779888,1.3585778980806238,0.19541390012712942,1.054463930632832,-0.34949428419757467,-1.0361837914214256,0.18861585537531197,-1.392617547591419,-0.7188344513050046,1,1,1
10807,-0.7123191364779888,-0.2837414980846948,0.19541390012712942,0.5863991775381215,3.6917664057321575,-0.7579822765000025,0.09909456418250974,1.6246280307856193,-1.4343681498972645,1,1,1
10808,-0.7123191364779888,-0.2837414980846948,0.19541390012712942,1.054463930632832,-0.34949428419757467,-1.0361837914214256,-0.7416271270194591,-0.5305473823408368,-1.4343681498972645,1,1,1
10809,-0.7123191364779888,-0.2837414980846948,0.19541390012712942,1.054463930632832,-0.34949428419757467,-1.0361837914214256,-0.20449937986264566,1.1935929481603282,-0.7188344513050046,1,0,0
10812,-0.7123191364779888,-1.9260608942500133,0.19541390012712942,-1.7539245879354308,-0.34949428419757467,0.35482378318568997,-0.6015068451524642,0.33152278290974574,1.427766644471775,1,0,0
10814,-0.7123191364779888,1.3585778980806238,0.19541390012712942,-0.3497303286512993,1.6711360607672916,0.9112268130285363,-0.48863217364849626,-1.392617547591419,-0.7188344513050046,1,1,0
10815,-0.7123191364779888,1.3585778980806238,0.19541390012712942,-0.3497303286512993,-0.34949428419757467,-1.0361837914214256,-0.6053990752043252,-0.5305473823408368,0.712232945879515,1,1,0
10816,1.2406226724909457,-0.2837414980846948,0.19541390012712942,1.054463930632832,-0.34949428419757467,0.35482378318568997,-0.1188703187217044,-1.8236526302167104,-0.7188344513050046,1,1,1
10820,-0.7123191364779888,1.3585778980806238,0.19541390012712942,0.5863991775381215,-0.34949428419757467,0.633025298107113,-0.165577079344036,-1.392617547591419,-0.7188344513050046,1,1,0
10821,-0.7123191364779888,-0.2837414980846948,0.19541390012712942,1.054463930632832,-0.34949428419757467,-1.0361837914214256,0.39101181807208224,-1.392617547591419,-0.7188344513050046,1,1,0
10822,-0.7123191364779888,1.3585778980806238,0.19541390012712942,1.054463930632832,1.6711360607672916,0.07662226826426684,-0.11497808866984342,0.7625578655350369,0.712232945879515,1,0,0
10823,-0.7123191364779888,-0.2837414980846948,0.19541390012712942,0.5863991775381215,-0.34949428419757467,1.4676298428713825,0.44161080874627484,0.7625578655350369,0.712232945879515,1,1,1
10825,-0.7123191364779888,-0.2837414980846948,0.19541390012712942,1.054463930632832,-0.34949428419757467,0.07662226826426684,1.4496983921782651,-0.5305473823408368,0.712232945879515,1,0,1
10827,-0.7123191364779888,1.3585778980806238,0.19541390012712942,1.054463930632832,-0.34949428419757467,1.4676298428713825,-0.7766571974862078,-0.5305473823408368,-0.003300752712744759,1,1,0
10828,-0.7123191364779888,-0.2837414980846948,0.19541390012712942,-0.8177950817460098,-0.34949428419757467,1.7458313577928055,0.02124996314529041,-1.8236526302167104,-0.7188344513050046,1,1,0
10829,-0.7123191364779888,1.3585778980806238,0.19541390012712942,1.054463930632832,1.6711360607672916,0.633025298107113,-0.5937223850487423,-0.09951229971554551,-1.4343681498972645,1,1,1
10831,-0.7123191364779888,1.3585778980806238,0.19541390012712942,-0.3497303286512993,-0.34949428419757467,-1.0361837914214256,-0.9362386296125074,0.7625578655350369,0.712232945879515,1,1,1
10833,1.2406226724909457,-0.2837414980846948,0.19541390012712942,-0.3497303286512993,-0.34949428419757467,-1.0361837914214256,0.1302324045973975,-0.961582464966128,-1.4343681498972645,1,0,0
10842,-0.7123191364779888,-1.9260608942500133,0.19541390012712942,-1.7539245879354308,5.712396750697024,0.35482378318568997,-0.508093323907801,1.6246280307856193,-0.7188344513050046,1,1,0
10844,-0.7123191364779888,-0.2837414980846948,0.19541390012712942,0.5863991775381215,-0.34949428419757467,0.35482378318568997,0.5778388605614087,-1.392617547591419,1.427766644471775,1,1,0
10845,-0.7123191364779888,-0.2837414980846948,0.19541390012712942,-0.3497303286512993,-0.34949428419757467,-0.2015792466571563,-0.32515851147033564,0.7625578655350369,1.427766644471775,1,1,1
10846,1.2406226724909457,1.3585778980806238,0.19541390012712942,-0.3497303286512993,-0.34949428419757467,-1.0361837914214256,-0.15779261924031407,-0.09951229971554551,1.427766644471775,1,0,0
10849,-0.7123191364779888,-0.2837414980846948,0.19541390012712942,-0.8177950817460098,-0.34949428419757467,0.9112268130285363,-0.6949203663971275,-1.392617547591419,-0.7188344513050046,1,1,1
10854,-0.7123191364779888,1.3585778980806238,0.19541390012712942,-0.3497303286512993,-0.34949428419757467,-1.0361837914214256,-0.1889304596552018,2.0556631134109105,-0.003300752712744759,0,1,1
10855,-0.7123191364779888,-0.2837414980846948,0.19541390012712942,-0.3497303286512993,-0.34949428419757467,0.9112268130285363,0.8386182740360935,0.7625578655350369,-0.7188344513050046,0,0,0
10858,-0.7123191364779888,-0.2837414980846948,0.19541390012712942,1.054463930632832,-0.34949428419757467,-1.0361837914214256,-0.6404291456710739,-0.5305473823408368,-0.7188344513050046,1,1,1
10859,-0.7123191364779888,1.3585778980806238,0.19541390012712942,1.054463930632832,-0.34949428419757467,0.9112268130285363,-0.1772537694996189,0.33152278290974574,-1.4343681498972645,0,1,1
10861,1.2406226724909457,-0.2837414980846948,0.19541390012712942,-0.3497303286512993,-0.34949428419757467,0.9112268130285363,-0.4730632534410524,0.7625578655350369,-1.4343681498972645,1,1,1
10864,-0.7123191364779888,-0.2837414980846948,0.19541390012712942,-0.3497303286512993,-0.34949428419757467,-0.7579822765000025,-0.7805494275380688,0.7625578655350369,0.712232945879515,1,1,1
10867,-0.7123191364779888,-0.2837414980846948,0.19541390012712942,1.054463930632832,-0.34949428419757467,-1.0361837914214256,0.9203551051251737,-1.392617547591419,-1.4343681498972645,1,1,0
10868,-0.7123191364779888,-0.2837414980846948,0.19541390012712942,-0.3497303286512993,-0.34949428419757467,0.35482378318568997,-0.25120614048497725,-0.5305473823408368,0.712232945879515,1,1,1
10870,-0.7123191364779888,-1.9260608942500133,-5.085240909615234,-0.3497303286512993,3.6917664057321575,1.4676298428713825,-0.13833146898100923,0.33152278290974574,-0.7188344513050046,0,1,1
10871,-0.7123191364779888,-0.2837414980846948,0.19541390012712942,-1.7539245879354308,-0.34949428419757467,-1.0361837914214256,0.18861585537531197,-1.392617547591419,0.712232945879515,1,1,0
10872,-0.7123191364779888,1.3585778980806238,0.19541390012712942,-0.3497303286512993,-0.34949428419757467,0.9112268130285363,-0.30180513115916985,-0.5305473823408368,0.712232945879515,0,1,1
10873,-0.7123191364779888,-1.9260608942500133,0.19541390012712942,-0.8177950817460098,-0.34949428419757467,-0.7579822765000025,-0.1422236990328702,1.1935929481603282,-0.7188344513050046,1,1,0
10874,-0.7123191364779888,-0.2837414980846948,0.19541390012712942,1.054463930632832,-0.34949428419757467,1.7458313577928055,-0.5548000845301326,-1.392617547591419,-1.4343681498972645,1,1,1
10877,-0.7123191364779888,-1.9260608942500133,0.19541390012712942,-0.3497303286512993,-0.34949428419757467,-1.0361837914214256,0.9164628750733128,-0.5305473823408368,-0.7188344513050046,1,1,1
10882,-0.7123191364779888,-0.2837414980846948,0.19541390012712942,-0.8177950817460098,-0.34949428419757467,-0.4797807615785794,-0.48473994359663525,0.33152278290974574,0.712232945879515,1,1,0
10885,-0.7123191364779888,-0.2837414980846948,0.19541390012712942,-1.7539245879354308,-0.34949428419757467,-0.7579822765000025,0.6712523818060718,-1.392617547591419,1.427766644471775,1,1,1
10890,1.2406226724909457,-0.2837414980846948,0.19541390012712942,1.054463930632832,-0.34949428419757467,0.07662226826426684,-0.5586923145819936,0.7625578655350369,-0.7188344513050046,1,1,0
10891,-0.7123191364779888,-0.2837414980846948,0.19541390012712942,0.5863991775381215,-0.34949428419757467,1.4676298428713825,-0.5548000845301326,-1.8236526302167104,-0.003300752712744759,1,1,0
10892,-0.7123191364779888,-0.2837414980846948,0.19541390012712942,-1.7539245879354308,-0.34949428419757467,-0.7579822765000025,-0.6404291456710739,-1.392617547591419,-0.003300752712744759,1,1,0
10899,-0.7123191364779888,-0.2837414980846948,0.19541390012712942,0.5863991775381215,-0.34949428419757467,-0.4797807615785794,-0.009887877269597327,-1.8236526302167104,-0.003300752712744759,1,1,1
10901,-0.7123191364779888,-0.2837414980846948,-5.128042569673935,1.5225286837275425,3.6917664057321575,2.0240328727142285,0.16915470511600714,-0.09951229971554551,-0.003300752712744759,0,1,0
10905,-0.7123191364779888,1.3585778980806238,0.19541390012712942,1.054463930632832,-0.34949428419757467,-0.4797807615785794,-0.46138656328546945,1.1935929481603282,-0.003300752712744759,1,1,1
10909,-0.7123191364779888,-1.9260608942500133,0.19541390012712942,-0.3497303286512993,-0.34949428419757467,-1.0361837914214256,-0.6871359062934055,-0.5305473823408368,-0.003300752712744759,1,0,1
10911,-0.7123191364779888,-0.2837414980846948,0.19541390012712942,-0.3497303286512993,-0.34949428419757467,-1.0361837914214256,-0.9245619394569246,-1.392617547591419,-0.7188344513050046,1,1,1
10912,-0.7123191364779888,-0.2837414980846948,0.19541390012712942,-1.7539245879354308,1.6711360607672916,-1.0361837914214256,-0.3134818213147527,-0.09951229971554551,0.712232945879515,1,1,0
10913,-0.7123191364779888,-1.9260608942500133,0.19541390012712942,0.5863991775381215,-0.34949428419757467,1.4676298428713825,-0.5586923145819936,-0.5305473823408368,0.712232945879515,1,1,1
10915,-0.7123191364779888,-0.2837414980846948,0.19541390012712942,1.054463930632832,-0.34949428419757467,-1.0361837914214256,-0.515877784011523,-0.5305473823408368,0.712232945879515,1,1,0
10918,-0.7123191364779888,1.3585778980806238,-5.133392777181273,0.5863991775381215,1.6711360607672916,1.4676298428713825,-0.37186527209266723,-1.392617547591419,1.427766644471775,1,0,1
10921,-0.7123191364779888,-0.2837414980846948,0.19541390012712942,-0.3497303286512993,-0.34949428419757467,0.9112268130285363,-0.1422236990328702,-0.5305473823408368,-0.7188344513050046,1,1,1
10923,1.2406226724909457,-1.9260608942500133,0.19541390012712942,1.5225286837275425,-0.34949428419757467,1.4676298428713825,0.9865230160068101,-0.5305473823408368,-1.4343681498972645,1,1,1
10927,-0.7123191364779888,-0.2837414980846948,0.19541390012712942,-1.2858598348407202,-0.34949428419757467,-0.7579822765000025,-0.05270240784006796,0.7625578655350369,-0.003300752712744759,1,0,1
10930,-0.7123191364779888,-0.2837414980846948,0.19541390012712942,1.054463930632832,-0.34949428419757467,0.35482378318568997,-0.395218652403833,1.1935929481603282,1.427766644471775,1,1,0
10931,-0.7123191364779888,1.3585778980806238,-5.133392777181273,1.5225286837275425,5.712396750697024,0.9112268130285363,-0.40300311250755494,-0.09951229971554551,0.712232945879515,0,1,0
10934,-0.7123191364779888,-0.2837414980846948,0.19541390012712942,1.054463930632832,-0.34949428419757467,-1.0361837914214256,-0.7182737467082932,-1.392617547591419,0.712232945879515,1,1,1
10935,-0.7123191364779888,-0.2837414980846948,0.19541390012712942,1.054463930632832,-0.34949428419757467,1.7458313577928055,-0.2239605301219505,-0.5305473823408368,0.712232945879515,1,0,0
10937,-0.7123191364779888,-0.2837414980846948,0.19541390012712942,0.5863991775381215,-0.34949428419757467,1.4676298428713825,0.09131010407878781,-0.5305473823408368,0.712232945879515,1,1,1
10939,-0.7123191364779888,-0.2837414980846948,0.19541390012712942,1.5225286837275425,-0.34949428419757467,2.0240328727142285,-0.11108585861798247,-1.392617547591419,0.712232945879515,1,1,0
10941,-0.7123191364779888,1.3585778980806238,0.19541390012712942,1.054463930632832,-0.34949428419757467,0.633025298107113,0.2937060667755581,2.0556631134109105,-0.003300752712744759,1,1,0
10944,1.2406226724909457,-0.2837414980846948,0.19541390012712942,0.5863991775381215,-0.34949428419757467,1.4676298428713825,-0.8233639581085394,-0.09951229971554551,-0.003300752712744759,1,0,0
10947,-0.7123191364779888,-0.2837414980846948,0.19541390012712942,1.054463930632832,-0.34949428419757467,-0.4797807615785794,0.29759829682741906,-1.8236526302167104,-0.7188344513050046,1,1,0
10948,-0.7123191364779888,1.3585778980806238,0.19541390012712942,1.5225286837275425,-0.34949428419757467,-1.0361837914214256,-0.632644685567352,-0.5305473823408368,0.712232945879515,1,1,0
10949,-0.7123191364779888,-0.2837414980846948,0.19541390012712942,-1.2858598348407202,-0.34949428419757467,-0.7579822765000025,0.527239869887216,-1.392617547591419,-1.4343681498972645,1,1,1
10950,-0.7123191364779888,-0.2837414980846948,0.19541390012712942,-0.8177950817460098,-0.34949428419757467,-0.7579822765000025,-0.2356372202775334,0.7625578655350369,-1.4343681498972645,1,0,0
10953,1.2406226724909457,-0.2837414980846948,0.19541390012712942,-1.2858598348407202,-0.34949428419757467,-0.7579822765000025,1.0760443071996124,-1.8236526302167104,-0.7188344513050046,1,1,0
10955,1.2406226724909457,-0.2837414980846948,0.19541390012712942,-1.7539245879354308,-0.34949428419757467,-0.7579822765000025,9.775178473108872,-0.09951229971554551,-0.7188344513050046,0,1,0
10956,-0.7123191364779888,-0.2837414980846948,0.19541390012712942,-0.3497303286512993,-0.34949428419757467,0.633025298107113,0.20029254553089487,0.7625578655350369,-1.4343681498972645,1,1,1
10957,1.2406226724909457,1.3585778980806238,0.19541390012712942,1.054463930632832,-0.34949428419757467,1.4676298428713825,-0.40300311250755494,1.6246280307856193,-0.003300752712744759,0,1,1
10958,-0.7123191364779888,-0.2837414980846948,0.19541390012712942,1.054463930632832,1.6711360607672916,-0.2015792466571563,-0.13443923892914827,-0.09951229971554551,-0.7188344513050046,1,1,1
10961,-0.7123191364779888,-0.2837414980846948,0.19541390012712942,-1.7539245879354308,-0.34949428419757467,-0.7579822765000025,0.8152648937249276,-0.5305473823408368,-0.003300752712744759,1,1,0
10964,1.2406226724909457,-0.2837414980846948,0.19541390012712942,1.054463930632832,-0.34949428419757467,0.07662226826426684,5.5248632564766975,0.7625578655350369,0.712232945879515,0,1,1
10966,-0.7123191364779888,1.3585778980806238,0.19541390012712942,-0.8177950817460098,-0.34949428419757467,-0.7579822765000025,-0.07216355809937279,0.7625578655350369,-1.4343681498972645,1,1,1
10968,-0.7123191364779888,-0.2837414980846948,0.19541390012712942,-1.7539245879354308,-0.34949428419757467,-0.7579822765000025,-0.5703690047375766,-1.392617547591419,0.712232945879515,1,1,0
10969,-0.7123191364779888,-0.2837414980846948,0.19541390012712942,1.054463930632832,1.6711360607672916,-1.0361837914214256,-0.3212662814184747,1.1935929481603282,-1.4343681498972645,1,0,0
10970,-0.7123191364779888,1.3585778980806238,0.19541390012712942,-1.7539245879354308,-0.34949428419757467,-0.7579822765000025,-0.862286258627149,0.7625578655350369,0.712232945879515,1,1,0
10975,-0.7123191364779888,-1.9260608942500133,0.19541390012712942,1.054463930632832,-0.34949428419757467,-1.0361837914214256,-0.6248602254636301,-0.5305473823408368,-0.7188344513050046,1,1,1
10976,-0.7123191364779888,-1.9260608942500133,-5.133392777181273,-1.7539245879354308,1.6711360607672916,0.35482378318568997,-0.4652787933373304,1.6246280307856193,-0.7188344513050046,1,0,0
10979,1.2406226724909457,-0.2837414980846948,0.19541390012712942,-0.3497303286512993,-0.34949428419757467,0.9112268130285363,-0.395218652403833,0.7625578655350369,1.427766644471775,1,1,1
10980,-0.7123191364779888,-0.2837414980846948,0.19541390012712942,-0.3497303286512993,-0.34949428419757467,0.9112268130285363,-0.48863217364849626,-1.392617547591419,1.427766644471775,1,1,0
10984,-0.7123191364779888,1.3585778980806238,0.19541390012712942,1.054463930632832,-0.34949428419757467,-1.0361837914214256,-0.48473994359663525,-1.392617547591419,1.427766644471775,1,1,0
10988,-0.7123191364779888,-1.9260608942500133,0.19541390012712942,1.054463930632832,-0.34949428419757467,-1.0361837914214256,5.509294336269254,-0.5305473823408368,-0.003300752712744759,1,1,0
10994,-0.7123191364779888,1.3585778980806238,0.19541390012712942,-1.2858598348407202,-0.34949428419757467,-0.7579822765000025,0.2781371465681142,0.7625578655350369,-0.003300752712744759,1,1,0
10998,-0.7123191364779888,-1.9260608942500133,0.19541390012712942,1.054463930632832,-0.34949428419757467,-1.0361837914214256,2.5706606471142237,0.7625578655350369,0.712232945879515,0,1,0
11000,-0.7123191364779888,-0.2837414980846948,0.19541390012712942,-1.2858598348407202,-0.34949428419757467,1.7458313577928055,-0.18114599955147986,-0.5305473823408368,1.427766644471775,1,1,1
11001,-0.7123191364779888,-1.9260608942500133,0.19541390012712942,-0.3497303286512993,1.6711360607672916,0.9112268130285363,0.4766408792130235,0.7625578655350369,-1.4343681498972645,1,1,0
11002,-0.7123191364779888,1.3585778980806238,0.19541390012712942,0.5863991775381215,-0.34949428419757467,-1.0361837914214256,2.064670740372298,0.7625578655350369,0.712232945879515,1,1,0
11007,-0.7123191364779888,-0.2837414980846948,0.19541390012712942,-0.8177950817460098,1.6711360607672916,-0.7579822765000025,-0.8077950379010955,1.1935929481603282,0.712232945879515,1,1,0
11017,-0.7123191364779888,-0.2837414980846948,0.19541390012712942,-0.3497303286512993,-0.34949428419757467,0.9112268130285363,-0.6015068451524642,0.7625578655350369,0.712232945879515,1,0,0
11019,-0.7123191364779888,-1.9260608942500133,0.19541390012712942,-1.7539245879354308,-0.34949428419757467,-0.4797807615785794,4.123660437806749,-0.5305473823408368,1.427766644471775,1,0,0
11021,-0.7123191364779888,1.3585778980806238,0.19541390012712942,-0.3497303286512993,-0.34949428419757467,-1.0361837914214256,-0.43803318297430366,-0.09951229971554551,0.712232945879515,0,1,0
11023,-0.7123191364779888,-0.2837414980846948,0.19541390012712942,0.5863991775381215,1.6711360607672916,0.35482378318568997,-0.3407274316777795,1.6246280307856193,1.427766644471775,1,0,1
11025,-0.7123191364779888,-0.2837414980846948,0.19541390012712942,0.5863991775381215,-0.34949428419757467,1.4676298428713825,0.06406449371576105,0.7625578655350369,1.427766644471775,1,1,0
11027,-0.7123191364779888,1.3585778980806238,-5.11734215465926,-0.3497303286512993,1.6711360607672916,-1.0361837914214256,1.356284870933602,-1.392617547591419,-0.7188344513050046,0,1,0
11031,-0.7123191364779888,-0.2837414980846948,0.19541390012712942,-0.8177950817460098,-0.34949428419757467,1.7458313577928055,-0.15390038918845309,0.7625578655350369,-0.003300752712744759,1,1,0
11033,-0.7123191364779888,-0.2837414980846948,0.19541390012712942,0.5863991775381215,-0.34949428419757467,1.4676298428713825,-0.74551935707132,-1.392617547591419,-0.003300752712744759,1,1,1
11034,1.2406226724909457,-0.2837414980846948,0.19541390012712942,1.5225286837275425,-0.34949428419757467,-0.7579822765000025,-0.7688727373824858,-0.09951229971554551,-0.003300752712744759,1,1,0
11037,-0.7123191364779888,1.3585778980806238,0.19541390012712942,1.054463930632832,-0.34949428419757467,0.633025298107113,-0.3640808119889453,0.7625578655350369,-0.7188344513050046,1,1,1
11038,-0.7123191364779888,-0.2837414980846948,0.19541390012712942,-0.3497303286512993,1.6711360607672916,-1.0361837914214256,-0.4691710233891914,0.7625578655350369,1.427766644471775,1,1,0
11039,-0.7123191364779888,-0.2837414980846948,0.19541390012712942,-1.7539245879354308,-0.34949428419757467,0.633025298107113,-0.0838402482549557,-1.8236526302167104,-1.4343681498972645,1,1,0
11042,-0.7123191364779888,-1.9260608942500133,0.19541390012712942,1.054463930632832,-0.34949428419757467,1.4676298428713825,-0.13443923892914827,-0.5305473823408368,-0.003300752712744759,1,1,0
11046,-0.7123191364779888,1.3585778980806238,0.19541390012712942,1.054463930632832,-0.34949428419757467,1.4676298428713825,-0.5431233943745498,1.1935929481603282,-0.7188344513050046,1,0,0
11047,-0.7123191364779888,1.3585778980806238,0.19541390012712942,1.054463930632832,-0.34949428419757467,-1.0361837914214256,0.5194554097834941,-1.392617547591419,1.427766644471775,1,1,1
11049,-0.7123191364779888,-0.2837414980846948,0.19541390012712942,-1.7539245879354308,-0.34949428419757467,-0.7579822765000025,-0.30180513115916985,-1.392617547591419,-0.003300752712744759,1,0,1
11050,-0.7123191364779888,-1.9260608942500133,0.19541390012712942,-0.3497303286512993,-0.34949428419757467,-1.0361837914214256,0.02903442324901234,0.7625578655350369,-0.003300752712744759,1,1,0
11054,-0.7123191364779888,-0.2837414980846948,0.19541390012712942,-0.3497303286512993,-0.34949428419757467,0.9112268130285363,0.1496935548567023,0.7625578655350369,-0.7188344513050046,1,0,0
11056,1.2406226724909457,-0.2837414980846948,0.19541390012712942,0.5863991775381215,-0.34949428419757467,1.4676298428713825,1.6326332046157306,0.7625578655350369,-0.7188344513050046,1,1,1
11058,-0.7123191364779888,-0.2837414980846948,0.19541390012712942,1.054463930632832,-0.34949428419757467,-1.0361837914214256,-0.8039028078492345,1.1935929481603282,0.712232945879515,1,1,1
11060,-0.7123191364779888,-0.2837414980846948,0.19541390012712942,1.054463930632832,-0.34949428419757467,-1.0361837914214256,1.6793399652380623,0.33152278290974574,-1.4343681498972645,1,1,0
11069,-0.7123191364779888,-0.2837414980846948,0.19541390012712942,-0.8177950817460098,-0.34949428419757467,-0.7579822765000025,-0.7221659767601543,-1.8236526302167104,-0.7188344513050046,1,1,0
11070,-0.7123191364779888,-0.2837414980846948,0.19541390012712942,1.054463930632832,-0.34949428419757467,0.07662226826426684,-0.18503822960334082,-0.09951229971554551,-0.7188344513050046,1,1,1
11076,-0.7123191364779888,-0.2837414980846948,0.19541390012712942,1.054463930632832,-0.34949428419757467,-1.0361837914214256,-0.749411587123181,-0.5305473823408368,-0.003300752712744759,1,1,0
11078,1.2406226724909457,1.3585778980806238,0.19541390012712942,1.054463930632832,-0.34949428419757467,0.07662226826426684,-0.1071936285661215,0.33152278290974574,0.712232945879515,1,1,0
11079,-0.7123191364779888,1.3585778980806238,-5.11734215465926,-0.3497303286512993,1.6711360607672916,-0.7579822765000025,1.0293375465772807,1.1935929481603282,1.427766644471775,0,1,0
11081,-0.7123191364779888,-0.2837414980846948,0.19541390012712942,-1.7539245879354308,-0.34949428419757467,0.633025298107113,1.5625730636822333,-1.8236526302167104,-0.7188344513050046,1,1,0
